,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
8649,31,private,237824,NonGraduate,9,Separated,Service,Family,Black,Female,0,0,60,Non-US,<=50K
8650,36,govt,357720,Graduate,11,Single,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
8651,49,self_emp,155489,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,65,Non-US,<=50K
8652,44,private,138077,Graduate,13,Separated,White-Collar,Not-Family,White,Female,0,0,32,US,<=50K
8653,42,private,183479,Graduate,11,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
8654,30,private,103596,NonGraduate,9,Single,Service,Not-Family,White,Male,0,0,99,US,<=50K
8655,33,private,172304,NonGraduate,6,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
8656,36,self_emp,313853,Graduate,13,Separated,Service,Not-Family,Black,Male,0,0,45,US,>50K
8657,17,private,294485,NonGraduate,6,Single,Service,Family,White,Male,0,0,30,US,<=50K
8658,20,private,637080,Graduate,10,Single,White-Collar,Not-Family,White,Male,0,0,25,US,<=50K
8659,32,private,385959,NonGraduate,9,Single,Blue-Collar,Family,White,Male,0,0,50,US,<=50K
8660,33,self_emp,116539,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
8661,37,private,129263,Graduate,10,Separated,White-Collar,Not-Family,White,Female,0,0,60,US,<=50K
8662,60,private,141253,NonGraduate,6,Separated,Blue-Collar,Not-Family,White,Male,0,0,48,US,<=50K
8663,35,govt,35626,Graduate,10,Separated,White-Collar,Not-Family,White,Female,0,0,15,US,<=50K
8664,43,govt,94937,Graduate,13,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
8665,46,private,220269,Graduate,10,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
8666,29,self_emp,169544,NonGraduate,9,Married,Blue-Collar,Family,White,Male,5178,0,40,US,>50K
8667,36,private,214604,Graduate,13,Married,White-Collar,Family,White,Male,0,0,42,US,>50K
8668,27,private,81540,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,>50K
8669,50,private,24013,Graduate,10,Married,White-Collar,Family,White,Male,0,0,84,US,>50K
8670,22,private,124940,Graduate,10,Married,White-Collar,Family,Amer-Indian-Eskimo,Female,0,0,44,US,<=50K
8671,33,govt,313729,Graduate,14,Single,White-Collar,Not-Family,White,Male,0,0,60,US,<=50K
8672,61,private,192237,NonGraduate,6,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
8673,28,,168524,Graduate,11,Married,,Family,White,Female,0,0,40,US,<=50K
8674,41,self_emp,113324,Graduate,11,Married,Blue-Collar,Family,White,Male,0,0,70,US,>50K
8675,22,private,215477,Graduate,10,Single,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
8676,27,private,199903,Graduate,13,Single,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
8677,25,private,431861,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
8678,32,private,105938,NonGraduate,9,Single,Blue-Collar,Family,Black,Female,0,1602,20,US,<=50K
8679,28,private,274679,Graduate,14,Single,White-Collar,Not-Family,White,Male,0,0,50,US,<=50K
8680,25,private,177499,Graduate,13,Single,Blue-Collar,Family,White,Male,0,1590,35,US,<=50K
8681,28,private,206125,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
8682,37,govt,221740,Graduate,13,Married,White-Collar,Family,White,Female,0,0,30,US,>50K
8683,58,private,202652,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,0,37,US,<=50K
8684,39,private,348960,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
8685,33,private,171876,Graduate,10,Separated,Service,Not-Family,White,Female,0,0,40,US,<=50K
8686,59,private,157932,NonGraduate,6,Married,Blue-Collar,Family,White,Male,0,0,40,US,>50K
8687,58,private,201344,Graduate,13,Separated,Blue-Collar,Family,White,Female,0,0,20,US,<=50K
8688,38,private,354739,Graduate,11,Married,White-Collar,Family,Asian-Pac-Islander,Male,0,0,36,Non-US,>50K
8689,34,private,40067,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
8690,31,private,326862,Graduate,10,Separated,Blue-Collar,Family,Black,Male,0,0,40,US,<=50K
8691,48,govt,189762,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,>50K
8692,65,,149049,NonGraduate,9,Married,,Family,White,Male,0,0,40,US,<=50K
8693,45,private,226246,NonGraduate,9,Separated,Blue-Collar,Not-Family,White,Male,0,0,50,US,<=50K
8694,80,,29020,Graduate,15,Married,,Family,White,Male,10605,0,10,US,>50K
8695,23,private,38251,NonGraduate,9,Single,Service,Family,White,Female,0,0,40,US,<=50K
8696,33,private,196385,Graduate,14,Married,White-Collar,Family,White,Male,0,0,37,US,>50K
8697,38,self_emp,217054,Graduate,10,Separated,Blue-Collar,Not-Family,White,Male,0,0,40,US,<=50K
8698,44,self_emp,104973,Graduate,14,Married,Blue-Collar,Family,White,Male,0,0,40,US,>50K
8699,48,govt,238959,Graduate,14,Separated,White-Collar,Not-Family,Black,Female,9562,0,40,US,>50K
8700,40,govt,34218,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
8701,19,govt,292962,NonGraduate,9,Single,Blue-Collar,Family,Black,Female,0,0,40,US,<=50K
8702,45,private,235924,Graduate,13,Separated,White-Collar,Family,White,Female,0,0,40,US,<=50K
8703,34,private,98656,Graduate,10,Single,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
8704,70,private,102610,Graduate,10,Separated,Service,Not-Family,White,Male,0,0,80,US,<=50K
8705,32,govt,296466,Graduate,14,Single,White-Collar,Not-Family,White,Male,0,0,60,US,<=50K
8706,33,private,323069,Graduate,11,Separated,Service,Not-Family,White,Female,0,0,40,US,<=50K
8707,24,private,184756,Graduate,13,Single,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
8708,30,govt,233993,Graduate,13,Single,White-Collar,Family,White,Female,0,0,15,US,<=50K
8709,22,private,130724,Graduate,10,Single,White-Collar,Family,Black,Male,0,0,25,US,<=50K
8710,52,self_emp,181855,Graduate,15,Married,White-Collar,Family,Other,Male,99999,0,65,US,>50K
8711,67,self_emp,127543,NonGraduate,6,Married,Blue-Collar,Family,White,Male,2414,0,80,US,<=50K
8712,40,private,187164,NonGraduate,9,Married,White-Collar,Family,White,Male,0,1672,45,US,<=50K
8713,55,private,113912,Graduate,11,Married,White-Collar,Family,White,Female,0,0,20,US,<=50K
8714,29,private,216479,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
8715,62,private,135480,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,16,US,<=50K
8716,22,private,204160,NonGraduate,9,Separated,Blue-Collar,Family,White,Female,0,0,40,US,<=50K
8717,64,govt,114650,NonGraduate,5,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
8718,29,self_emp,240172,Graduate,13,Single,White-Collar,Family,White,Male,0,0,50,US,<=50K
8719,28,private,184831,Graduate,10,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
8720,25,private,124590,NonGraduate,9,Single,White-Collar,Family,White,Male,0,0,40,US,<=50K
8721,47,govt,120429,Graduate,16,Married,White-Collar,Family,White,Male,15024,0,50,US,>50K
8722,26,private,202033,Graduate,13,Married,Blue-Collar,Family,White,Male,0,0,40,US,>50K
8723,18,private,156874,NonGraduate,8,Single,Service,Family,White,Male,0,0,27,US,<=50K
8724,52,self_emp,177727,NonGraduate,6,Married,White-Collar,Family,White,Male,4064,0,45,US,<=50K
8725,48,govt,334409,Graduate,13,Married,White-Collar,Family,White,Female,0,0,50,US,>50K
8726,36,private,311255,NonGraduate,9,Married,Blue-Collar,Family,Black,Male,0,0,40,Non-US,<=50K
8727,23,private,214227,Graduate,11,Separated,White-Collar,Not-Family,White,Female,0,0,30,US,<=50K
8728,41,private,115849,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
8729,56,govt,671292,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,38,US,>50K
8730,53,private,31460,NonGraduate,9,Separated,White-Collar,Not-Family,White,Male,0,0,40,US,<=50K
8731,26,private,141824,Graduate,10,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
8732,22,private,310152,Graduate,10,Single,Service,Not-Family,White,Male,3325,0,40,US,<=50K
8733,25,private,179953,Graduate,14,Single,White-Collar,Family,White,Female,2597,0,31,US,<=50K
8734,31,private,137952,Graduate,10,Married,Service,Family,Other,Male,0,0,40,Non-US,<=50K
8735,36,private,103323,Graduate,12,Married,Blue-Collar,Family,White,Male,2829,0,40,US,<=50K
8736,46,private,174426,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
8737,46,govt,192779,Graduate,12,Separated,White-Collar,Not-Family,White,Male,0,2258,38,US,>50K
8738,32,private,169955,Graduate,10,Married,Service,Family,White,Female,0,0,36,Non-US,<=50K
8739,43,self_emp,48087,NonGraduate,9,Single,Blue-Collar,Not-Family,White,Male,0,0,60,US,<=50K
8740,30,private,132601,Graduate,13,Married,White-Collar,Family,White,Male,99999,0,50,US,>50K
8741,41,self_emp,253060,Graduate,13,Married,White-Collar,Family,White,Male,7688,0,45,US,>50K
8742,50,private,108435,Graduate,14,Married,White-Collar,Family,White,Male,99999,0,60,US,>50K
8743,37,govt,210452,Graduate,14,Married,White-Collar,Family,White,Male,0,0,38,US,<=50K
8744,22,govt,134181,NonGraduate,9,Single,Blue-Collar,Family,White,Male,0,0,50,US,<=50K
8745,51,govt,45487,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,80,US,<=50K
8746,47,private,183522,Graduate,10,Married,White-Collar,Family,Black,Female,0,0,40,US,>50K
8747,40,private,199303,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
8748,46,private,83064,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
8749,23,,134997,Graduate,10,Separated,,Not-Family,White,Female,0,0,20,US,<=50K
8750,30,private,44419,Graduate,10,Single,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
8751,27,self_emp,442612,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,65,US,>50K
8752,31,govt,158092,Graduate,10,Single,White-Collar,Family,White,Female,0,0,35,US,<=50K
8753,31,private,374833,NonGraduate,2,Married,Blue-Collar,Family,White,Male,0,0,40,Non-US,<=50K
8754,30,private,112650,NonGraduate,9,Separated,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
8755,50,govt,183390,Graduate,13,Separated,White-Collar,Not-Family,White,Male,0,0,40,US,>50K
8756,27,private,207418,Graduate,13,Single,White-Collar,Not-Family,White,Female,0,0,50,US,<=50K
8757,22,,335453,Graduate,10,Single,,Family,White,Female,0,0,16,US,<=50K
8758,29,private,243660,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,50,US,>50K
8759,28,private,54243,NonGraduate,9,Separated,Blue-Collar,Not-Family,White,Male,0,0,60,US,<=50K
8760,54,private,50385,Graduate,13,Separated,White-Collar,Not-Family,Black,Female,0,0,45,US,>50K
8761,47,govt,187581,Graduate,11,Married,White-Collar,Family,White,Male,0,0,48,US,>50K
8762,34,private,37380,NonGraduate,9,Separated,Blue-Collar,Not-Family,White,Female,0,0,40,US,<=50K
8763,26,private,247025,Graduate,10,Single,Blue-Collar,Not-Family,White,Male,0,0,40,US,<=50K
8764,53,,29231,NonGraduate,4,Married,,Family,White,Male,0,0,35,US,<=50K
8765,23,govt,101094,Graduate,10,Single,Service,Family,White,Male,0,0,60,US,<=50K
8766,42,govt,176716,Graduate,14,Separated,White-Collar,Not-Family,White,Male,0,0,40,US,<=50K
8767,36,self_emp,118429,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,50,US,<=50K
8768,52,govt,221532,Graduate,13,Married,Service,Family,White,Male,0,0,45,US,>50K
8769,22,,120572,Graduate,10,Single,,Family,White,Female,0,0,40,US,<=50K
8770,27,govt,124680,Graduate,14,Single,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
8771,42,private,153160,NonGraduate,9,Separated,Service,Not-Family,White,Female,0,0,40,US,<=50K
8772,39,private,114678,NonGraduate,9,Separated,Service,Not-Family,Black,Female,5455,0,40,US,<=50K
8773,49,govt,142856,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
8774,36,private,29702,NonGraduate,9,Married,White-Collar,Family,White,Male,7688,0,40,US,>50K
8775,20,private,277700,NonGraduate,1,Single,Service,Family,White,Male,0,0,32,US,<=50K
8776,55,self_emp,67433,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,60,US,<=50K
8777,47,private,121124,NonGraduate,5,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
8778,33,private,394447,Graduate,14,Married,White-Collar,Family,White,Male,0,0,33,US,>50K
8779,36,private,79649,Graduate,10,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
8780,39,private,203763,Graduate,16,Separated,White-Collar,Not-Family,White,Female,0,0,80,US,<=50K
8781,55,private,229029,Graduate,13,Married,White-Collar,Family,White,Male,15024,0,48,US,>50K
8782,21,,494638,Graduate,12,Single,,Family,White,Male,0,0,15,US,<=50K
8783,48,private,162816,Graduate,12,Married,Blue-Collar,Family,White,Male,0,0,45,US,<=50K
8784,30,private,109117,Graduate,11,Single,Blue-Collar,Family,White,Male,0,0,45,US,<=50K
8785,24,private,32732,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,50,US,<=50K
8786,57,self_emp,217692,NonGraduate,9,Separated,Blue-Collar,Not-Family,White,Female,0,0,38,US,<=50K
8787,20,private,34590,Graduate,10,Single,Blue-Collar,Family,White,Male,0,0,60,US,<=50K
8788,18,,276864,Graduate,10,Single,,Family,White,Female,0,1602,20,US,<=50K
8789,56,private,168625,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,4101,0,40,US,<=50K
8790,36,private,91037,NonGraduate,9,Married,White-Collar,Family,White,Female,0,0,40,US,>50K
8791,44,private,171484,NonGraduate,6,Married,Blue-Collar,Family,White,Male,0,0,40,US,>50K
8792,57,private,200453,NonGraduate,9,Married,Blue-Collar,Family,White,Male,15024,0,40,US,>50K
8793,57,private,36990,NonGraduate,9,Married,Blue-Collar,Family,Black,Male,0,0,52,US,<=50K
8794,33,private,198211,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
8795,61,,30475,NonGraduate,4,Married,,Family,White,Male,0,0,40,US,>50K
8796,39,private,70995,Graduate,13,Married,Blue-Collar,Family,White,Male,15024,0,99,US,>50K
8797,28,private,245790,NonGraduate,9,Single,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
8798,31,private,273324,Graduate,10,Single,Service,Family,White,Male,0,1721,16,US,<=50K
8799,60,private,182687,Graduate,12,Separated,Service,Not-Family,White,Female,0,0,40,US,<=50K
8800,36,govt,247807,Graduate,11,Single,Service,Not-Family,White,Male,0,0,40,US,>50K
8801,58,private,163113,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,0,35,US,>50K
8802,50,private,180522,Graduate,10,Single,Blue-Collar,Not-Family,White,Male,0,0,38,US,<=50K
8803,23,govt,203353,Graduate,13,Single,White-Collar,Family,White,Female,0,0,12,US,<=50K
8804,30,private,87469,NonGraduate,9,Single,Service,Not-Family,White,Male,0,0,40,US,<=50K
8805,20,,216563,NonGraduate,7,Single,,Family,White,Male,0,0,40,US,<=50K
8806,90,private,87372,Graduate,15,Married,White-Collar,Family,White,Male,20051,0,72,US,>50K
8807,49,govt,173584,Graduate,13,Single,White-Collar,Not-Family,White,Female,0,0,50,US,<=50K
8808,47,govt,80282,Graduate,13,Married,White-Collar,Family,White,Male,3137,0,40,US,<=50K
8809,34,private,319854,Graduate,16,Single,White-Collar,Not-Family,White,Male,0,0,40,Non-US,>50K
8810,37,govt,408229,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
8811,25,private,431307,NonGraduate,6,Married,Service,Family,Black,Female,0,0,50,US,<=50K
8812,37,private,134088,Graduate,12,Single,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
8813,47,private,246396,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,40,Non-US,<=50K
8814,34,private,159255,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,60,US,>50K
8815,34,private,106014,Graduate,10,Single,Service,Not-Family,White,Male,0,0,40,US,<=50K
8816,35,private,186934,NonGraduate,9,Married,White-Collar,Family,White,Male,7688,0,50,US,>50K
8817,39,private,120130,Graduate,10,Separated,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
8818,32,govt,203849,NonGraduate,4,Married,Blue-Collar,Family,White,Male,0,0,19,US,<=50K
8819,24,private,207940,NonGraduate,9,Married,Service,Family,White,Female,0,0,30,US,<=50K
8820,28,private,302406,Graduate,15,Single,White-Collar,Not-Family,White,Male,0,0,60,US,<=50K
8821,41,self_emp,144594,NonGraduate,4,Married,Blue-Collar,Family,White,Male,0,2179,40,US,<=50K
8822,69,,171050,NonGraduate,9,Separated,,Not-Family,White,Female,0,0,9,US,<=50K
8823,32,private,459007,NonGraduate,9,Married,Service,Family,White,Male,0,0,90,US,<=50K
8824,58,private,372181,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,>50K
8825,47,self_emp,172034,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,75,US,>50K
8826,41,private,156566,Graduate,13,Married,White-Collar,Family,White,Male,4386,0,50,US,>50K
8827,35,self_emp,338320,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,50,US,>50K
8828,24,private,353696,Graduate,10,Single,Service,Family,White,Male,0,0,20,Non-US,<=50K
8829,46,self_emp,342907,NonGraduate,9,Married,White-Collar,Family,Black,Male,0,0,60,US,>50K
8830,69,self_emp,169717,Graduate,13,Married,White-Collar,Family,White,Male,6418,0,45,US,>50K
8831,22,private,103762,Graduate,13,Single,White-Collar,Family,White,Female,0,0,40,US,<=50K
8832,36,govt,47570,Graduate,14,Single,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
8833,31,private,119432,Graduate,13,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
8834,23,govt,144165,Graduate,13,Single,White-Collar,Family,Amer-Indian-Eskimo,Male,0,0,30,US,<=50K
8835,35,private,180647,Graduate,10,Single,White-Collar,Not-Family,Black,Female,0,0,40,US,<=50K
8836,37,govt,312232,Graduate,13,Married,Service,Family,White,Male,5178,0,40,US,>50K
8837,35,govt,150488,Graduate,13,Single,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
8838,18,private,200876,NonGraduate,7,Single,Blue-Collar,Family,White,Male,0,0,16,US,<=50K
8839,43,private,188199,NonGraduate,5,Separated,Blue-Collar,Not-Family,White,Female,0,0,40,US,<=50K
8840,53,govt,118793,NonGraduate,9,Married,Service,Family,White,Male,0,0,40,US,<=50K
8841,54,govt,204325,Graduate,10,Married,Service,Family,White,Male,0,0,52,US,<=50K
8842,29,private,256671,NonGraduate,9,Married,White-Collar,Family,White,Female,0,0,40,US,<=50K
8843,46,private,231515,Graduate,12,Single,White-Collar,Not-Family,White,Female,0,0,47,Non-US,<=50K
8844,24,private,100669,Graduate,10,Single,Blue-Collar,Family,Asian-Pac-Islander,Male,0,0,30,US,<=50K
8845,30,private,88913,Graduate,10,Separated,Service,Not-Family,Asian-Pac-Islander,Female,0,0,40,US,<=50K
8846,23,private,363219,Graduate,10,Single,Service,Not-Family,White,Female,0,0,6,US,<=50K
8847,27,,291547,Graduate,13,Married,,Not-Family,Other,Female,0,0,6,Non-US,<=50K
8848,36,private,308945,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
8849,38,self_emp,100316,Graduate,13,Married,Blue-Collar,Family,White,Male,0,0,35,US,<=50K
8850,33,private,296453,Graduate,14,Married,White-Collar,Family,White,Male,0,0,15,US,<=50K
8851,66,private,298834,Graduate,10,Married,Service,Family,White,Male,0,0,40,Non-US,<=50K
8852,45,self_emp,188694,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
8853,68,,29240,NonGraduate,9,Separated,,Not-Family,White,Female,0,0,12,US,<=50K
8854,37,private,186934,NonGraduate,9,Married,White-Collar,Family,White,Male,15024,0,60,US,>50K
8855,17,private,154908,NonGraduate,6,Single,Service,Family,White,Female,0,0,10,US,<=50K
8856,31,private,22201,NonGraduate,9,Married,White-Collar,Family,Amer-Indian-Eskimo,Male,0,0,40,US,>50K
8857,46,private,216999,Graduate,13,Single,White-Collar,Not-Family,White,Male,0,0,55,US,>50K
8858,40,private,186916,Graduate,13,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
8859,34,private,116677,Graduate,10,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
8860,56,private,95763,NonGraduate,6,Separated,Blue-Collar,Not-Family,White,Male,0,0,45,US,<=50K
8861,42,private,266710,Graduate,10,Separated,White-Collar,Not-Family,Black,Female,0,0,41,US,<=50K
8862,46,private,117849,Graduate,14,Married,White-Collar,Family,White,Male,0,0,55,US,>50K
8863,30,private,242460,NonGraduate,9,Separated,Blue-Collar,Not-Family,White,Male,0,0,50,US,<=50K
8864,33,self_emp,202729,Graduate,13,Married,Blue-Collar,Family,White,Male,0,0,40,US,>50K
8865,47,private,181652,NonGraduate,9,Married,Blue-Collar,Family,White,Female,0,0,40,US,<=50K
8866,57,self_emp,174760,Graduate,12,Separated,Blue-Collar,Not-Family,Amer-Indian-Eskimo,Male,0,0,40,US,<=50K
8867,34,private,56121,NonGraduate,7,Separated,Blue-Collar,Not-Family,White,Male,0,0,40,US,<=50K
8868,40,private,390369,NonGraduate,9,Separated,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
8869,33,private,149726,NonGraduate,9,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
8870,22,private,51262,NonGraduate,9,Single,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
8871,29,private,190350,NonGraduate,8,Single,Service,Not-Family,Black,Female,0,0,35,,<=50K
8872,53,govt,205288,NonGraduate,9,Married,White-Collar,Family,White,Female,7688,0,35,US,>50K
8873,36,private,154835,NonGraduate,9,Separated,White-Collar,Family,Asian-Pac-Islander,Female,0,0,40,Non-US,<=50K
8874,45,private,89028,NonGraduate,9,Separated,Blue-Collar,Not-Family,Asian-Pac-Islander,Male,10520,0,40,US,>50K
8875,36,private,194630,Graduate,10,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
8876,18,self_emp,212207,NonGraduate,9,Single,Blue-Collar,Family,White,Male,0,0,11,US,<=50K
8877,27,private,204788,NonGraduate,9,Single,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
8878,30,private,158688,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
8879,34,private,97723,Graduate,13,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
8880,36,private,193026,Graduate,13,Married,White-Collar,Family,White,Male,0,0,40,US,>50K
8881,36,self_emp,257250,NonGraduate,4,Single,Blue-Collar,Family,White,Male,0,0,75,US,<=50K
8882,48,private,355978,Graduate,14,Married,White-Collar,Family,White,Male,0,0,40,US,<=50K
8883,41,self_emp,200574,Graduate,15,Married,White-Collar,Family,White,Male,0,1977,60,US,>50K
8884,21,private,376929,NonGraduate,3,Single,Service,Not-Family,White,Female,0,0,40,Non-US,<=50K
8885,47,govt,123219,Graduate,14,Married,White-Collar,Family,White,Male,0,0,38,US,>50K
8886,41,private,82778,NonGraduate,2,Married,Blue-Collar,Family,White,Male,0,0,40,Non-US,<=50K
8887,61,self_emp,115882,NonGraduate,2,Married,Blue-Collar,Family,White,Male,0,0,20,US,<=50K
8888,64,private,103021,NonGraduate,4,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
8889,35,private,297767,Graduate,10,Separated,White-Collar,Not-Family,Black,Male,0,0,40,US,<=50K
8890,44,private,259479,NonGraduate,9,Separated,Blue-Collar,Not-Family,White,Male,0,0,50,US,<=50K
8891,20,private,167787,Graduate,10,Single,White-Collar,Family,White,Female,0,0,20,US,<=50K
8892,23,govt,40021,Graduate,10,Separated,White-Collar,Not-Family,White,Female,0,0,70,US,<=50K
8893,52,private,245275,NonGraduate,6,Married,Service,Family,White,Female,0,0,35,US,<=50K
8894,43,private,37402,Graduate,14,Single,White-Collar,Not-Family,White,Female,0,0,25,US,<=50K
8895,32,private,103608,Graduate,13,Married,Blue-Collar,Family,Asian-Pac-Islander,Male,0,0,40,US,<=50K
8896,63,private,137192,Graduate,13,Married,Blue-Collar,Family,Asian-Pac-Islander,Male,0,0,40,Non-US,<=50K
8897,29,private,137618,Graduate,10,Single,Service,Not-Family,White,Female,0,0,41,US,>50K
8898,42,self_emp,96509,Graduate,10,Married,White-Collar,Family,Asian-Pac-Islander,Male,0,0,60,Non-US,<=50K
8899,65,private,196174,NonGraduate,6,Separated,Blue-Collar,Not-Family,White,Female,0,0,28,US,<=50K
8900,24,private,172612,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
8901,42,private,141186,Graduate,10,Single,Service,Family,White,Female,0,0,40,US,<=50K
8902,35,private,228190,NonGraduate,9,Married,Blue-Collar,Family,Black,Male,0,0,40,US,<=50K
8903,40,self_emp,190290,Graduate,13,Married,White-Collar,Family,White,Male,0,0,40,,>50K
8904,38,govt,307404,Graduate,10,Separated,White-Collar,Not-Family,White,Female,0,0,40,US,<=50K
8905,26,private,152436,NonGraduate,9,Separated,White-Collar,Not-Family,White,Female,0,0,50,US,<=50K
8906,46,self_emp,182541,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,1672,50,US,<=50K
8907,39,private,282153,Graduate,10,Single,White-Collar,Family,White,Female,0,0,20,US,<=50K
8908,29,,41281,Graduate,13,Separated,,Not-Family,White,Male,0,0,50,US,<=50K
8909,42,private,162003,Graduate,16,Single,White-Collar,Not-Family,White,Male,0,0,36,US,>50K
8910,36,private,190759,Graduate,13,Married,White-Collar,Family,White,Male,0,0,45,US,>50K
8911,26,private,208122,Graduate,10,Separated,Blue-Collar,Not-Family,White,Male,0,0,45,US,<=50K
8912,57,private,173832,Graduate,13,Married,White-Collar,Family,White,Male,0,1902,40,US,>50K
8913,55,private,129173,NonGraduate,9,Single,Blue-Collar,Not-Family,Black,Male,0,0,40,US,<=50K
8914,35,private,287548,Graduate,10,Married,White-Collar,Family,White,Male,0,0,55,US,>50K
8915,41,private,216116,NonGraduate,9,Separated,White-Collar,Not-Family,Black,Female,0,0,40,,<=50K
8916,24,private,146706,Graduate,10,Single,Service,Not-Family,White,Female,0,0,30,US,<=50K
8917,47,private,285200,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
8918,34,self_emp,314375,Graduate,10,Married,White-Collar,Family,White,Male,0,0,60,US,>50K
8919,44,private,203943,Graduate,13,Married,White-Collar,Family,Black,Male,0,0,35,US,>50K
8920,18,,274746,NonGraduate,9,Single,,Not-Family,White,Female,0,0,20,US,<=50K
8921,27,private,517000,Graduate,13,Single,White-Collar,Not-Family,White,Male,0,0,35,US,<=50K
8922,36,private,66173,Graduate,13,Single,White-Collar,Not-Family,White,Female,0,0,50,US,<=50K
8923,21,private,182823,Graduate,13,Single,White-Collar,Family,White,Male,0,0,30,US,<=50K
8924,29,private,159479,NonGraduate,9,Married,Blue-Collar,Family,Other,Male,0,0,55,US,<=50K
8925,25,private,135568,NonGraduate,9,Married,Blue-Collar,Family,White,Male,0,0,40,US,<=50K
